% This file contains 9 sets of sanitized user data drawn from the
% command histories of 8 UNIX computer users at Purdue over the course
% of up to 2 years (USER0 and USER1 were generated by the same person,
% working on different platforms and different projects).  The data is
% drawn from tcsh(1) history files and has been parsed and sanitized to
% remove filenames, user names, directory structures, web addresses,
% host names, and other possibly identifying items.  Command names,
% flags, and shell metacharacters have been preserved.  Additionally,
% **SOF** and **EOF** tokens have been inserted at the start and end of
% shell sessions, respectively.  Sessions are concatenated by date order
% and tokens appear in the order issued within the shell session, but no
% timestamps are included in this data.  For example, the two sessions:
% 
%         # Start session 1
%         cd ~/private/docs
%         ls -laF | more
%         cat foo.txt bar.txt zorch.txt > somewhere
%         exit
%         # End session 1
% 
%         # Start session 2
%         cd ~/games/
%         xquake &
%         fg
%         vi scores.txt
%         mailx john_doe@somewhere.com
%         exit
%         # End session 2
% 
% would be represented by the token stream
% 
%         **SOF**
%         cd
%         <1>                     # one "file name" argument
%         ls
%         -laF
%         |
%         more
%         cat
%         <3>                     # three "file" arguments
%         >
%         <1>
%         exit
%         **EOF**
%         **SOF**
%         cd
%         <1>
%         xquake
%         &
%         fg
%         vi
%         <1>
%         mailx
%         <1>
%         exit
%         **EOF**
% 
% 
% This data is made available under conditions of anonymity for the
% contributing users and may be used for research purposes only.
% Summaries and research results employing this data may be published,
% but literal tokens or token sequences from the data may not be
% published except with express consent of the originators of the data.
% No portion of this data may be released with or included in a
% commercial product, nor may any portion of this data be sold or
% redistributed for profit or as part of of a profit-making endeavor.
% 
% Please direct any questions regarding this data to Terran Lane:
% terran@ecn.purdue.edu.
% 
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation UNIX_user_data

@attribute history INTEGER
@attribute session STRING
@attribute user {USER0,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8}

@data
0529,'cd <1> ls rm <1> less <1> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> vi <1> gzip -9 <3> cd <1> ls mv <2> mv <2> ls qu cd <1> ls cp <2> cd <1> ls head <1> vi <2> ls ls <1> mv <2> gunzip <1> mv <2> mv <2> <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> tree2lisp -f <1> tree2lisp -f <1> cp <2> cp <2> gzip -9 <4> grep <2> > <1> grep <2> > <1> gzip -9 <1> rm <2> cd <1> make <1> mv <2> cd <1> ls m <1> cd <1> ls mv <2> ls qu cd <1> ls cd <1> make <1> cd <1> <GENSYM:41>/verify.pl -s -d <2>',USER5
0530,'cd <1> ls rm <1> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> vi <1> ls ls <1> m <1> vi <1> ls vi <1> cat <1> emacs <1> gzip -9 <3> cd <1> ls mv <2> mv <2> cd - ls cd <1> vi <1> vi <1> vi <1> cp <2> ls rm <1> gunzip <1> tree2lisp -f <1> tree2lisp -f <1> mv <2> mv <2> cd <1> make <1> cp <2> make <1>',USER5
0531,'cd <1> m <1> <GENSYM:41>/verify.pl -s -d <2> ll <1> fg',USER5
0532,'ping <1> cd <1> ls rm <4> <GENSYM:41>/verify.pl -s -d <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> vi <1> less <1> rm <1> gzip -9 <3> cd <1> ls mv <2> mv <2> ls qu cd - ls cd <1> rm <1> ls du du -k rm <1> du -k rm <1> du -k exit',USER5
0533,'cd <1> ls cd <1> make <1> ll <1> ll <1> ls ln -s <2> cd - <GENSYM:41>/verify.pl -s -d <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> vi <1> cd <1> ls m <1> cd <1> less <1> cd <1> ls rm <4> ls cd - qu cd - cd <1> rm <1> ls du -k cd <1> du -k cd <1> rm <1> du -k rm <1> du -k exit',USER5
0534,'cd <1> less <1> exit',USER5
0535,'cd <1> ls ls <1> cd <1> m <1> rm <1> cd <1> rm <1> rm <1> ls cp <2> ls cp <2> ls gunzip <1> gunzip <1> ls mv <2> mv <2> tree2lisp -f <1> tree2lisp -f <1> rm <1> rm <1> gunzip <1> ls mv <2> mv <2> mv <2> mv <2> tree2lisp -f <1> tree2lisp -f <1> vi <1> ls cp <2> cp <2> ls gzip -9 <1> mv <2> mv <2> mv <2> ls mv <2> mv <2> mv <2> cd <1> cp <2> ls make <1> less <1> cp <2> make <1> bg cd <1> ll rm <1> ln -s <2> ll <1> cd <1> ll <1> m <1> fg cd <1> <GENSYM:41>/verify.pl -s -d <2> less <1> cd <1> <GENSYM:41>/verify.pl -s -d <2> ls grep <2> grep <2> grep <2> grep <2> grep <2> less <1> less <1> ls fg less <1> ls m <1> less <1> cd <1> cd <1> ll <1> ln -s <2> rm <1> ln -s <2> make <1> rm <1> cp <2> make <1> make <1> m <1> ln -s <2> make <1> touch <1> make <1> cd <1> ls rm <4> ls <GENSYM:41>/verify.pl -s -d <2> ls <1> m <1> grep <2> grep <2> grep <2> fg bg cd <1> less <1> less <1> cd - grep <2> grep <2> grep <2> grep <2> grep <2> ls grep <2> grep <2> cd <1> ls m <1> m <1> ls cd <1> less <1> less <1> less <1> less <1> ls ll uptime less <1> fg kill <1> ls rm <4> ls ll <1> cd <1> rm <1> make <1> cd <1> less <1> <GENSYM:41>/verify.pl -s -d <2> grep <2> fg less <1> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> ls rm <1> gzip <3> gunzip <1> gzip -9 <3> mv <2> cd <1> ls gunzip <1> ls cp <2> gunzip <1> ls mv <2> mv <2> gunzip <1> grep <2> > <1> diff <2> rm <4> cp <2> ls grep <2> > <1> diff ` <2>',USER5
0536,'m <1> exit',USER5
0537,'cd <1> cd <1> more <1> grep <2> grep <2> grep <2>',USER5
0538,'cd <1> ls cd <1> ls eject ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> cd - cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls m <1> ls m <1> ls mv <1> m <1> ls cd <1> ls cd <1> ls cd <1> ls m <1> m <1> ls m <1> ls cd <1> ls cd <1> ls cd <1> eject cd <1> ls cd <1> ls cd <1> ls m <1> tail <1> ls cd <1> m <1> m <1> cd <1> eject cd <1> ls ls <1> cd <1> ls cd <1> eject cd <1> ls cd <1> ls cd <1> ls cd <1> eject ls cd <1> ls m <1> cd <1> ls m <1> m <1> ls cd <1> ls m <1> ls m <1> ls m <1> ls m <1> ls m <1> ls cd <1> ls mkdir <1> mv <2> cd - cp <2> cp <2> m <1> cp <2> ls cd <1> ls cd <1> ls m <1> m <1> m <1> ls <1> m <1> ls m <1> cd <1> ls cd <1> ls m <1> cd <1> ls m <1> m <1> cd <1> ls cd <1> ls cd <1> ls m <1> m <1> ls m ` jun90.ndx <1> m <1> tail <1> cp <2> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls m <1> cd <1> ls cd <1> ls m <1> m <1> m <1> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls cd <1> ls cd <1> m <1> cd <1> ls m <1> ls cd <1> ls m <1> m <1> ls cd <1> ls eject ls cd <1> ls m <1> cd <1> ls ls <1> m <1> m <1> ls cd <1> ls m <1> ls cp <2> m <1> m <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls m <1> ll <1> cd <1> ls eject exit',USER5
0539,'lp -d <2>',USER5
0540,'exec -c100 -m1 -d -s -f <2>',USER5
0541,'exec -c100 -m1 -d -s -f <2>',USER5
0542,'exec -c100 -m1 -d -s -f <2>',USER5
0543,'exec -c100 -m1 -d -s -f <2>',USER5
0544,'cd <1> cd <1> ll <1> make <1> ll <1> cd <1> ll gzip -9 <4> cd - make <1> cd <1> cd - ll <1> cd <1> make <1> cd <1> make <1> cd - gunzip <1> cd - make <1> cd <1> ll gzip -9 <1> ll mv <2> cd <1> make <1> cd <1> m <1> <GENSYM:41>/verify.pl -s -d <2> less <1> fg bg grep <2> grep <2> grep <2> fg kill <1> ls m <1> ls cd <1> ls cd <1> ll <1> cd <1> mv <2> gunzip <1> gunzip <1> ls less <1> less <1> ls gzip -9 <1> gunzip <1> less <1> cp <2> emacs <1> grep <1> | wc grep <2> | wc grep <2> | wc ls gunzip <1> wc <1> less <1> grep <2> | wc head <1> wc <1> less <1> ls gzip -9 <1> gunzip <1> wc <1> grep <2> | wc less <1> less <1> ls <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> m <1> gunzip <1> grep <2> | wc grep <2> | wc less <1> ll cp <2> cp <2> <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> rm <1> <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> mv <2> mv <2> fg grep <2> | wc grep <2> | wc less <1> grep <2> | wc grep <2> | wc grep <2> | wc wc <1> less <1> fg tree2lisp -f <1> less <1> cp <2> tree2lisp -f <1> less <1> grep <67> p_pp, <12> 2, <10> me, <3> mp, <3> pp+vp_adv, <3> bj+vp_pp, <3> +det+poss, <3> _nominal_head+poss, <3> e_22_nominal_head+np_pp, <2> , <4> _n_head+nmod1+nmod2, <2> rule_34_n_head+nadv+nadjp+nmo, <3> ule_43_adj_head+a2adjp, <2> rule_48_prep_head+pp_poss_obj, <2> me, <1> echo',USER5
0545,'f <1> mesg mesg <1> mesg talk <1> exit',USER5
0546,'cd <1> w less <1> ll ll <1> ll <1> ll <1> ll <1> cd <1> ll <1> cat <1> cp <2> exit',USER5
0547,'cd <1> ls ln -s <2> cp <2> cp <2> nice -c100 -m1 -f <2> > <1> ls exit',USER5
0548,'w exit',USER5
0549,'vmstat <1> ln <2> cp <2> gunzip <1> cd <1> ls <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> rm <1> <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> & vmstat <1> vmstat <1> vmstat <1> ls m <1> rm <1> exit',USER5
0550,'qu cd <1> ls ln -s <2> cp <2> nice -c100 -m1 -d -f <2> > <1> & vmstat <1> vmstat <1> qu cd <1> rm <1> cd - ls ls <1> m <1> rm <3> ls qu exit',USER5
0551,'exec -c100 -m1 -d -f <2>',USER5
0552,'exec -c100 -m1 -d -f <2>',USER5
0553,'cd <1> ls ln -s <2> ln -s <2> <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> bg vmstat <1> ls m <1> jobs vmstat <1> jobs emacs jobs ls vmstat <1> cd rm <1> unrm exit',USER5
0554,'exit',USER5
0555,'exec -c100 -m1 -d -f <2>',USER5
0556,'exec -c100 -m1 -d -f <2>',USER5
0557,'pwd cd <1> cd <1> emacs <1> more <1> cd <1> grep <2> grep <2> | less pwd grep <1> | less grep <2> | less history grep <2> | less cd <1> cd <1> ls more <1> pwd pwd cd <1> more <1> cd <1> grep <2> grep <2> grep <1> grep <2> grep <2> grep <2> | less grep <2> cd <1> more <1> more <1> more <1> g~',USER5
0558,'vmstat <1> cd <1> ls cd <1> make make <1> w which <1> cd less <1> less <1> less <1> ping <1>',USER5
0559,'cd <1> ls m <1> lp -dmsa15 <1> cd <1> m <1> w',USER5
0560,'exit',USER5
0561,'w uptime rsh <2> exit',USER5
0562,'cd <1> ls <GENSYM:46>/parsec -V3 <1> nice -V3 <GENSYM:47>/sent_find <1> nice -V3 <GENSYM:48>/sent_find <1>',USER5
0563,'cd <1> cd <1> ls cd <1> ls cd <1> ls less <1> cd <1> less <1> less <1> less <1> less <1> ls less <1> ls less <1> cd <1> cat <1> less <1> cd <1> cat <1> less <1> less <1> less <1> less <1> less <1> cat <1> cd <1> cat <1> less <1> cat <1> cd <1> cat <1> less <1> cd <1> cat <1> less <1> cd <1> cd <1> ls cd <1> ls cat <1> less <1> cd <1> cat <1> less <1> cat <1> less <1> cd <1> cat <1> less <1> cat <1> cd <1> cat <1> less <1> cd <1> cat <1> less <1> ll cat <1> cd <1> cat <1> less <1> ll cd <1> cat <1> less <1> cd <1> cat <1> less <1> cd <1> mv <2> cp <2> cat <1> head -14 <1> >> <1> head -14 <1> > <1> less <1> ls mv <2> cp <2> vi <1> <GENSYM:46>/parsec -V3 -Bsent_working ls rm -r <1> ls vi <1> ll chmod <2> ll chmod <2> chmod <2> ll cd <1> ll chmod <2> cd <1> ls ll cd <1> ls ll cd <1> chmod -R <2> ll ll <1> cd <1> make cd <1> cd <1> less <1> cd <1> ls m <1> cd <1> make cd - less <1> cd - make make cd <1> less <1> ll <1> cd - make make cd <1> <GENSYM:46>/parsec -V3 -Bsent_working vi <1> fg',USER5
0564,'cd <1> ls ls cd ls exit',USER5
0565,'newgrp <1>',USER5
0566,'xinit',USER5
0568,'f <1> f <1> f <1> ping <1> f <1> f <1> vi <1> vi <1> f <1> vi <1> less <1> less <1> cd <1> less <1> ph <1> ph <1> ph <1> ll lsl ls la ll -a cd <1> ll less <1> less <1> <GENSYM:49>/netscape & <GENSYM:49>/netscape & jobs kill <1> cd <1> rm <1> cd <1> jobs fg bg jobs ls <1> vi <1> setenv <2> <GENSYM:49>/netscape & cd <1> ls cdcd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls <1> ls <1> cd <1> ls cd <1> ls m <1> ls ls <1> ls <1> ls <1> ls <1> cd <1> ls <1> ls <1> cd <1> ls ls <1> cd <1> m <1> mail <1> < <1> less <1> vi <1> vi <1> cd <1> vi <1> jobs kill <1> kill -9 <1> cd <1> rm <1> cd <1> f <1> f <1> f <1> f <1> f <1> ph <1> ph <1> ph <2> ph <1> ph <1> ph <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> f <1> rsh <2> rlogin -l <2> f <1> rlogin <1> cd <1> less <1> f <1> f <1> f <1> f <1> f <1> cd f <1> vi <1> resume ls ll <1> m <1> vi <1> cd <1> ls rm <1> qu rlogin -l <2> cd cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> shar <2> shar <1> > <1> less <1> gzip -9 <1> ls ll <1> uuencode <1> ll <1> jobs kill <1> less <1> man <1> uuencode <2> ls uuencode <2> > <1> rm <1> finger <1> f <1> f <1> ph <1> ph <2> ph <2> ph <2> ph <2> ph <2> ph <2> ph <4> finger <1> cd <1> tail -20 <1> tail -30 <1> f <1> f <1> f <1> f <1> f <1> f <1> cd <1> vi <1> m <1> mv <2> f <1> f <1> cd <1> m <1> ls m <1> f <1> cd <1> less <1> mv <2> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ll <1> man <1> man <1> grep <2> cd f <1> f <1> f <1> f <1> exit',USER5
0569,'cd <1> mv <2> mv <2> cd <1> grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less ping <1> grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less unrm ls cd <1> ls cd <1> ls m <1> less <1> ls mv <2> cp <2> grep <2> | less ls cd <1> ls cd <1> ls grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less cd - cd <1> ls mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> ls rsh <2> rsh <2> rsh <2> rsh <2> cd <1> ls rsh <2> rsh <2> rsh <2> cd <1> ls ll <1> make rm <1> make ls -t | more ls -lt | more rm <1> rm <1> make exit',USER5
0570,'cd <1> <GENSYM:46>/parsec -V3 -B <1> <GENSYM:46>/parsec -V3 -B <1> pwd cd - pwd cd - <GENSYM:46>/parsec -V3 -B <1> <GENSYM:46>/parsec -V3 <GENSYM:48>/sent_find cd <1> cd <1> less <1> cd <1> grep <2> | less grep <2> | less cd - cd <1> make cd <1> no ls} ls less <1>',USER5
0571,'cd <1> grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less ping <1> ping <1> ping <1> ping <1> ping <1> ping <1> grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | less grep <2> | wc -l grep <2> | wc -l kill <1> kill -9 <1> grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l grep <2> | wc -l rsh <2> rsh <2> exit',USER5
0572,'rlogin -l <2> f <1> fr f <1> m <1> f <1> rlogin -l <2> exit',USER5
0573,'rlogin -l <2> pwd jobs exit',USER5
0574,'cd <1> lp -dmsa15 <1> lpstat <1> lpstat <1> lpstat -pall lpq -dmsa15 lp -dmsa15 <1> rlogin <1> exit',USER5
0575,'cd <1> lp -dmsa15 <1> less <1> less <1> emacs <1> vi <1> rlogin <1> exit',USER5
0576,'cd <1> emacs <1> lp -d <2> exit',USER5
0577,'rlogin -l <2> exit',USER5
0578,'rlogin -l <2> exit',USER5
0579,'who w cd <1> make make <1> make make w make make w cd <1> ls mkdir <1> cd <1> ln -s <2> cd <1> ls cd <1> ls wc <1> less <1> ls -t wc <1> less <1> cd <1> ls cd <1> ls cd <1> ln -s <2> parsec -V3 -Brm-sentences parsec -V3 -Brm-sentences cd <1> make cd - parsec -V3 -Brm-sentences ls cd <1> ls cd <1> ll fg less <1> fg cd <1> ls ln -s <2> parsec -V3 -Bt1 cd <1> cd <1> ls grep <2> less <1> less <1> less <1> cd <1> less <1> grep <2> less <1> less <1> cd <1> cd <1> less <1> ls less <1> cd <1> less <1> ll <1> less <1> ls cd <1> grep <2> ll cd <1> make cd <1> ls parsec -V3 -Bt1 cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> less <1> cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> cat <1> ll less <1> cd <1> vi <1> parsec -V3 < <1> ll cd <1> ls ll less <1> cd <1> vi <1> parsec -V3 < <1> cd <1> ll cd <1> vi <1> parsec -V3 < <1> cd <1> ll cd <1> cat <1> cd <1> cd <1> grep <2> cat <1> ll less <1> cd <1> vi <1> parsec -V3 < <1> cd <1> ll cd <1> vi <1> parsec -V3 < <1> cd <1> less <1> cd <1> grep <2> ll less <1> less <1> grep <2> less <1> less <1> cd <1> grep <2> ll cat <1> less <1> cd <1> grep <2> ll cd <1> grep <2> cd <1> grep <2> less <1> cd <1> grep <2> ll less <1> cd <1> grep <2> cd <1> parsec -V3 -Bt1 cd <1> make cd - parsec -V3 -Bt1 cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> ll less <1> cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> cd <1> grep <2> cd <1> make cd <1> parsec -V3 -Bt1 cd <1> ll less <1> cd <1> ls mv <2> mkdir <1> cd <1> ls cd <1> ls cd <1> cd <2> cd <1> cd <1> ls cd <1> ls cd <1> <GENSYM:50>/make_work_area <GENSYM:51>/make_work_area ls cd <1> ls ll ls cd <1> cd <1> ls <1> make <1> make',USER5
0580,'cd <1> ls less <1> less <1> less <1> less <1> less <1> ls less <1> less <1> less <1> less <1> less <1> less <1> less <1> less <1> less <1> less <1> less <1> less <1> exit',USER5
0581,'cd <1> make <1> make exit',USER5
0000,'elm mail',USER6
0001,'elm lisp composer cd ls cd <1> ls cd <1> ls zcat <1> | tar -xvf - ls cd <1> ls cd <1> ls vi <1> ls cd <1> ls vi <1> elm -f <1> ls rm <1> ls cd <1> ls vi <1> vi <1> ls vi <1> ls cd ls elm cd <1> ls cd <1> ls vi <1> vi <1> vi <1> ls vi <1> ls i <1> vi <1> ls cp <2> cd fg ls rm <1> cd <1> ls -l exit',USER6
0002,'elm mail <1> biff <1> elm biff elm elm',USER6
0003,'elm ls',USER6
0004,'elm grep <2> mail <3> man <1> man -k <1> fg look <1> fg elm finger <1> elm finger <1> cd <1> ls cd <1> cd <1> ls cd <1> ls cd <1> ls -l date more <1> ls -l more <1> ls more <1> ls rm <1> ls cd ls mail elm look <1> fg fg cd cd <1> ls cd <1> ls cd <1> ls cd <1> ls vi <1> man <1> ls cd cd <1> ls vi <1> echo <1> man -k <1> man <1> ls cd ls biff <1> ls elm fg exit',USER6
0005,'elm biff biff <1> mail elm date rlogin -l <2> fg elm ls biff elm mesg <1> finger <1> finger <1> talk <1> logout',USER6
0006,'elm ls finger <1> finger <1> | more biff <1> matlab clear elm rn ls matlab mail <1> fg elm ls exit',USER6
0007,'elm fk',USER6
0008,'matlab',USER6
0009,'elm finger <1> finger <1> elm',USER6
0010,'cd <1> ls cd <1> ls ls -l sccs <2> vi <1> vi <1> vi <1> vi <1> sccs <2> clear fg vi <1> sccs <2> ls ls -l vi <1> vi <1> vi <1> vi <1> clear sccs <2> vi <1> sccs <2> exit',USER6
0011,'elm mail <1> exit',USER6
0012,'elm fk date mail <1> exit',USER6
0013,'elm mail <1> finger <1> finger <1> finger <1> mail <4> fg elm elm mail ls rm <1> cd <1> finger <1> finger <1> ls ls -l date tail <1> psa rlogin <1> rlogin <1> ls vi <1> ls ls -l date cd <1> ls cd <1> ls vi <1> fg ls cd <1> cd <1> ls cd <1> ls vi <1> ls vi <1> cd <1> ls who finger <1> fg vi <1> ls vi <1> cd <1> ls vi <1> vi <1> man <1> which <1> cd <1> cd <1> ls cd <1> ls troff -a -man <1> troff -a -man <1> | more ls cd ls popd cd <1> ls cd <1> ls cd <1> ls mkdir <1> mv <2> mv <2> ls mv <2> mv <2> mv <2> mv <2> ls mv <2> cd <1> ls vi <1> cd <1> ls vi <1> ls vi <1> ls ls -l rm <1> mkdir <1> mv <2> mv <2> mv <2> ls -l <1> ls <1> cd <1> vi <1> ls cd <1> ls mv <2> vi <1> ls cd <1> ls more <1> ls -l cd <1> ls -l ls <1> cd <1> more <1> ls ls -l head -l more <1> ls cd <1> ls ls -l ls -l <1> vi <1> head -1 <1> head -1 <1> ls ls - ls -l ls -l <1> head -1 <1> ls -l head -1 <1> head -2 <1> head -3 <1> h ls ls -l head -4 <1> ls ls -l diff <2> ls mv <2> more <1> more <1> ls ls -l rm <1> rm <1> mv <2> ls mv <2> ls cd <1> ls ls -l rm <1> rm <1> vi <1> rm <1> ls ls -l cd <1> ls cd <1> ls cd <1> ls ls <1> cd <1> ls more <1> env ls cd <1> cd <1> ls cd <1> ls more <1> cp <2> biff elm ls ln -s <2> ln -s <2> ls -l ln -s <2> ls -l vi <1> ls cd <1> ls cd <1> ls vi <1> cd <1> popd ls cd <1> vi <1> pushd <1> ls vi <1> popd fg ls vi <1> vi <1> ls cp <2> vi <1> more <1> ls cmpr2.run ls more <1> ls vi <1> grep -v <2> grep <2> ls rm <1> cmpr2.run vi <1> vi <1> elm elm ls cd ls exit',USER6
0014,'uptime psa | grep <1> exit',USER6
0015,'psa | grep <1> uptime exit',USER6
0020,'uptime cd <1> ls -l cd <1> ls ls -l cd <1> cu <1> du <1> cd <1> ls rm -rf <1> ls cd <1> ls more <1> ls df <1> cd <1> ls ls -l du <1> du <1> df <1>',USER6
0022,'netscape & elm fg',USER6
0025,'psa psa | grep -v <1> | grep -v <1> uptime psa uptime',USER6
0026,'more <1> exit',USER6
0027,'exit',USER6
0028,'uptime netscape & mail <1> elm elm rn cd ls ls -la vi <1> ls cd <1> ls ls -l cd cd <1> ls cd <1> ls -la chmod <2> ls -l cd cd <1> ls -l exit',USER6
0029,'cd <1> cd als cd <1> cd <1> ls cd <1> ls pwd mail <1> exit',USER6
0030,'exit',USER6
0031,'telnet <1> pine telnet <1> telnet <1> exit',USER6
0032,'elm elm ls vi <1> rm <1> ls mv <2> mv <2> ls exit',USER6
0033,'mail <1> rm <1>',USER6
0036,'cd <1> ls cd <1> ls pwd cd <1> ls cd <1> ls ls -l ls -l ls -l ls -l en ls -l',USER6
0037,'netscape & rlogin <1> rlogin <1> cd <1> ls cd <1> ls cd <1> ls mv <2> ls zcat <1> | tar -xvf - ls -l chgrp -R <2> ls -l chmod -R <2> cd <1> ls -l la -a ls -la more <1> ls -la file <1> more <1> ls -la foreach foreach foreach foreach foreach pwd foreach pwd foreach ls <1> ls <1> ls <1> foreach ls ls -l foreach ls -l cd <1> cd <1> ls cd <1> cd <1> ls mkdir <1> cd <1> pwd ln -l <2> ln -s <2> ls -l ls exit',USER6
0038,'ls elm -f <1> ls psa hostname exit',USER6
0039,'psa psa | grep <1> cd <1> cd <1> ls ls-l ls -l vi <1> ls cd psa | grep <1> kill -9 <1> psa | grep <1> kill -9 <1> psa | grep <1> kill -9 <1> psa | grep <1> cd <1> ls ls -l rm <1> ls -l ; cd <1> ls ls -l cd <1> ls cd <1> ls rm -rf <1> cd <1> ls cd <1> ls cd <1> ls -la chmod <2> ls -l exit',USER6
0040,'telnet <1> telnet <1> fk cd ls elm finger <1> finger <1> date mail <1> fg elm <1> elm -f <1> ls more <1> finger <1> mail <1> fg ls cd <1> ls cd vi <1> ls <1> fg vi <1> vi <1> ls psa | grep <1> rlogin <1> rlogin <1> who finger <1> elm biff <1> finger <1> talk <1> ls hostname rlogin <1> ruptime ls rm <1> cd <1> ls cd <1> ls cd <1> ls vi <1> rlogin <1> ls cd ls exit',USER6
0041,'uptime psa | grep <1> exit',USER6
0042,'uptime who psa | grep <1> psa | more finger <1> psa who w date finger <1> exit',USER6
